"","X","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms","precip_type","undercatch","adj_precip","undercatch_loss","cum_undercatch_loss"
"1129",2135,"0CO","2023-11-29 08:55:00",19.4,-14.8,20.41,300,20,0,30.1,NA,10,24,"CLR","2023-11-29","08:55","2023/11/29 08",-7,-25.6666666666667,10.6318426666667,0,843.877603403954,12.8611,"snow",0.0817617390229175,0,0,81.9193245963923
"1130",2136,"0CO","2023-11-29 09:55:00",19.4,-13,22.34,310,21,0,30.08,NA,10,27,"CLR","2023-11-29","09:55","2023/11/29 09",-7,-25.6666666666667,9.94591733333333,0,843.597245396178,13.889988,"snow",0.107730832586429,0,0,81.9193245963923
"1131",2137,"0CO","2023-11-29 10:55:00",17.6,-11.2,26.4,310,17,0,30.07,NA,10,26,"CLR","2023-11-29","10:55","2023/11/29 10",-8,-24.6666666666667,8.231104,0,843.223434719145,13.375544,"snow",0.201902718107887,0,0,81.9193245963923
"1132",2138,"0CO","2023-11-29 11:55:00",19.4,-9.4,26.71,310,20,0,30.03,NA,10,NA,"BKN","2023-11-29","11:55","2023/11/29 11",-7,-23.6666666666667,10.9748053333333,0,842.28890802656,NA,"snow",0.0708632711964771,0,0,81.9193245963923
"1133",2139,"0CO","2023-11-29 12:55:00",19.4,-9.4,26.71,310,17,0,30,NA,10,24,"BKN","2023-11-29","12:55","2023/11/29 12",-6.66666666666667,-23.3333333333333,10.1173986666667,0,841.354381333975,14.404432,"snow",0.100682705507047,0,0,81.9193245963923
"1134",2140,"0CO","2023-11-29 13:55:00",19.4,-5.8,31.83,320,15,0,29.99,NA,10,22,"OVC","2023-11-29","13:55","2023/11/29 13",-7,-21,7.88814133333333,0,840.980570656941,NA,"snow",0.226471955441964,0,0,81.9193245963923
"1135",2141,"0CO","2023-11-29 14:55:00",17.6,-0.4,44.48,330,14,0,29.97,NA,10,19,"BKN","2023-11-29","14:55","2023/11/29 14",-8,-18.3333333333333,6.85925333333333,0,840.419854641391,9.774436,"snow",0.312576633547681,0,0,81.9193245963923
"1136",2142,"0CO","2023-11-29 15:55:00",14,-0.4,52.01,340,13,0,29.97,NA,10,17,"OVC","2023-11-29","15:55","2023/11/29 15",-9,-18,7.03073466666667,0,840.232949302874,NA,"snow",0.296930041018504,0,0,81.9193245963923
"1137",2143,"0CO","2023-11-29 16:55:00",14,-4,43.85,360,9,0,29.97,NA,10,17,"SCT","2023-11-29","16:55","2023/11/29 16",-10,-19.6666666666667,4.28703333333333,0,840.232949302874,9.259992,"snow",0.599956368089667,0,0,81.9193245963923
"1138",2144,"0CO","2023-11-29 17:55:00",12.2,-4,47.46,350,12,0,29.97,NA,10,18,"CLR","2023-11-29","17:55","2023/11/29 17",-11,-20,6.173328,0,840.139496633615,10.28888,"snow",0.38018611236122,0,0,81.9193245963923
"1139",2145,"0CO","2023-11-29 18:55:00",15.8,-7.6,34.07,330,16,0,29.96,NA,10,NA,"SCT","2023-11-29","18:55","2023/11/29 18",-9.33333333333333,-21.3333333333333,8.05962266666667,0,840.139496633615,NA,"snow",0.213932743905524,0,0,81.9193245963923
"1140",2146,"0CO","2023-11-29 19:55:00",15.8,-7.6,34.07,340,14,0,29.95,NA,10,24,"SCT","2023-11-29","19:55","2023/11/29 19",-9,-22,8.40258533333333,0,839.672233287323,NA,"snow",0.190375576566233,0,0,81.9193245963923
"1141",2147,"0CO","2023-11-29 20:55:00",14,-5.8,40.21,350,9,0,29.94,NA,10,14,"OVC","2023-11-29","20:55","2023/11/29 20",-9.66666666666667,-21,7.202216,0,839.578780618064,NA,"snow",0.28179936931683,0,0,81.9193245963923
"1142",2148,"0CO","2023-11-29 21:55:00",14,-4,43.85,340,12,0,29.94,NA,10,NA,"SCT","2023-11-29","21:55","2023/11/29 21",-10,-20,6.00184666666667,0,839.391875279548,NA,"snow",0.398290479633856,0,0,81.9193245963923
"1143",2149,"0CO","2023-11-29 22:55:00",15.8,-4,40.53,330,8,0,29.93,NA,10,NA,"SCT","2023-11-29","22:55","2023/11/29 22",-9.33333333333333,-20,5.31592133333333,0,839.111517271772,NA,"snow",0.475006132320434,0,0,81.9193245963923
"1144",2150,"0CO","2023-11-29 23:55:00",14,-4,43.85,360,7,0,29.91,NA,10,NA,"OVC","2023-11-29","23:55","2023/11/29 23",-9.33333333333333,-20,4.97295866666667,0,838.737706594738,NA,"snow",0.515600067583626,0,0,81.9193245963923
"1145",2151,"0CO","2023-11-30 00:55:00",14,-4,43.85,340,11,0,29.89,NA,10,16,"BKN","2023-11-30","00:55","2023/11/30 00",-9.66666666666667,-20,5.14444,0,838.176990579187,NA,"snow",0.495140773875742,0,0,81.9193245963923
"1146",2152,"0CO","2023-11-30 01:55:00",15.8,-0.4,48.08,340,4,0,29.88,NA,10,NA,"CLR","2023-11-30","01:55","2023/11/30 01",-9,-18.3333333333333,3.601108,0,837.616274563637,NA,"snow",0.686224451230111,0,0,81.9193245963923
"1147",2153,"0CO","2023-11-30 02:55:00",15.8,1.4,52.31,270,5,0,29.86,NA,10,NA,"CLR","2023-11-30","02:55","2023/11/30 02",-9,-17.3333333333333,2.74370133333333,0,837.522821894378,NA,"snow",0.791390129081122,0,0,81.9193245963923
"1148",2154,"0CO","2023-11-30 03:55:00",15.8,1.4,52.31,80,8,0,29.84,NA,10,NA,"CLR","2023-11-30","03:55","2023/11/30 03",-8.66666666666667,-17,3.086664,0,836.868653209569,NA,"snow",0.750122405497358,0,0,81.9193245963923
"1149",2155,"0CO","2023-11-30 04:55:00",14,-4,43.85,140,12,0,29.83,NA,10,NA,"SCT","2023-11-30","04:55","2023/11/30 04",-9.66666666666667,-20,3.601108,0,836.494842532535,NA,"snow",0.686224451230111,0,0,81.9193245963923
"1150",2156,"0CO","2023-11-30 05:55:00",14,-5.8,40.21,150,13,0,29.82,NA,10,NA,"CLR","2023-11-30","05:55","2023/11/30 05",-10,-20.3333333333333,7.202216,0,836.027579186243,NA,"snow",0.28179936931683,0,0,81.9193245963923
"1151",2157,"0CO","2023-11-30 06:55:00",12.2,-5.8,43.53,140,20,0,29.81,NA,10,NA,"BKN","2023-11-30","06:55","2023/11/30 06",-10.3333333333333,-21,8.40258533333333,0,835.747221178467,NA,"snow",0.190375576566233,0,0,81.9193245963923
"1152",2158,"0CO","2023-11-30 07:55:00",12.2,-5.8,43.53,140,22,0,29.81,NA,10,NA,"SCT","2023-11-30","07:55","2023/11/30 07",-11.3333333333333,-20.6666666666667,11.1462866666667,0,835.747221178467,NA,"snow",0.0658875649369108,0,0,81.9193245963923
"1153",2159,"0CO","2023-11-30 08:55:00",10.4,-5.8,47.15,160,18,0,29.81,NA,10,NA,"SCT","2023-11-30","08:55","2023/11/30 08",-11.6666666666667,-21,9.43147333333333,0,835.747221178467,NA,"snow",0.131287549454026,0,0,81.9193245963923
"1154",2160,"0CO","2023-11-30 09:55:00",12.2,-4,47.46,150,21,0,29.81,NA,10,26,"SCT","2023-11-30","09:55","2023/11/30 09",-10.6666666666667,-20,9.259992,0,835.747221178467,NA,"snow",0.139987249261078,0,0,81.9193245963923
"1155",2161,"0CO","2023-11-30 10:55:00",14,-0.4,52.01,140,25,0,29.79,NA,10,30,"BKN","2023-11-30","10:55","2023/11/30 10",-10.3333333333333,-19.3333333333333,12.8611,0,835.186505162917,18.00554,"snow",0.0303855182610377,0,0,81.9193245963923
"1156",2162,"0CO","2023-11-30 11:55:00",15.8,-0.4,48.08,140,28,0,29.76,NA,10,34,"OVC","2023-11-30","11:55","2023/11/30 11",-9.33333333333333,-18,12.1751746666667,0,834.625789147366,17.491096,"snow",0.041825319658652,0,0,81.9193245963923
"1157",2163,"0CO","2023-11-30 12:55:00",15.8,-0.4,48.08,150,23,0,29.74,NA,10,29,"OVC","2023-11-30","12:55","2023/11/30 12",-9.33333333333333,-18,10.803324,0,834.065073131815,15.947764,"snow",0.0761501158560344,0,0,81.9193245963923
"1158",2164,"0CO","2023-11-30 13:55:00",15.8,-0.4,48.08,170,15,0,29.74,NA,10,24,"CLR","2023-11-30","13:55","2023/11/30 13",-9,-18,7.202216,0,833.78471512404,12.8611,"snow",0.28179936931683,0,0,81.9193245963923
"1159",2165,"0CO","2023-11-30 14:55:00",14,-2.2,47.77,170,17,0,29.74,NA,10,NA,"BKN","2023-11-30","14:55","2023/11/30 14",-9.33333333333333,-18.3333333333333,7.71666,0,833.597809785523,NA,"snow",0.23952537330134,0,0,81.9193245963923
"1160",2166,"0CO","2023-11-30 15:55:00",14,-2.2,47.77,170,8,0,29.74,NA,10,16,"SCT","2023-11-30","15:55","2023/11/30 15",-10,-18.6666666666667,5.14444,0,833.691262454781,NA,"snow",0.495140773875742,0,0,81.9193245963923
"1161",2167,"0CO","2023-11-30 16:55:00",12.2,-4,47.46,240,7,0,29.74,NA,10,NA,"CLR","2023-11-30","16:55","2023/11/30 16",-10.3333333333333,-20,3.42962666666667,0,833.78471512404,NA,"snow",0.707700776191715,0,0,81.9193245963923
"1162",2168,"0CO","2023-11-30 17:55:00",12.2,-0.4,56.3,280,11,0,29.74,NA,10,NA,"CLR","2023-11-30","17:55","2023/11/30 17",-11,-17.6666666666667,3.25814533333333,0,833.691262454781,NA,"snow",0.729021677747482,0,0,81.9193245963923
"1163",2169,"0CO","2023-11-30 18:55:00",12.2,-0.4,56.3,260,13,0,29.73,NA,10,NA,"CLR","2023-11-30","18:55","2023/11/30 18",-11,-18,6.00184666666667,0,833.597809785523,NA,"snow",0.398290479633856,0,0,81.9193245963923
"1164",2170,"0CO","2023-11-30 19:55:00",10.4,1.4,66.35,270,14,0,29.73,NA,10,NA,"CLR","2023-11-30","19:55","2023/11/30 19",-11.3333333333333,-17.3333333333333,7.54517866666667,0,833.504357116264,NA,"snow",0.253096619244274,0,0,81.9193245963923
"1165",2171,"0CO","2023-11-30 20:55:00",10.4,5,78.35,240,10,0,29.73,NA,5,16,"SCT","2023-11-30","20:55","2023/11/30 20",-12,-15.6666666666667,6.51629066666667,0,833.504357116264,NA,"snow",0.345394740700957,0,0,81.9193245963923
"1166",2172,"0CO","2023-11-30 21:55:00",8.6,8.6,100,340,8,0,29.73,NA,0.25,14,"OVC","2023-11-30","21:55","2023/11/30 21",-12.6666666666667,-13.6666666666667,4.115552,0,833.504357116264,NA,"snow",0.621466223535174,0,0,81.9193245963923
"1167",2173,"0CO","2023-11-30 22:55:00",8.6,5,84.93,350,6,0,29.72,NA,0.25,NA,"OVC","2023-11-30","22:55","2023/11/30 22",-12.6666666666667,-14.3333333333333,3.25814533333333,0,833.410904447006,NA,"snow",0.729021677747482,0,0,81.9193245963923
"1168",2174,"0CO","2023-11-30 23:55:00",8.6,5,84.93,360,6,0,29.72,NA,0.25,NA,"OVC","2023-11-30","23:55","2023/11/30 23",-13,-15,2.91518266666667,0,833.223999108489,NA,"snow",0.77093535306008,0,0,81.9193245963923
"1169",2175,"0CO","2023-12-01 00:55:00",8.6,5,84.93,350,11,0,29.7,NA,0.25,18,"OVC","2023-12-01","00:55","2023/12/01 00",-13,-15,3.94407066666667,0,832.943641100713,NA,"snow",0.643049852219287,0,0,81.9193245963923
"1170",2176,"0CO","2023-12-01 01:55:00",8.6,5,84.93,350,13,0,29.69,NA,0.25,NA,"OVC","2023-12-01","01:55","2023/12/01 01",-13,-15,7.202216,0,832.569830423679,NA,"snow",0.28179936931683,0,0,81.9193245963923
"1171",2177,"0CO","2023-12-01 02:55:00",8.6,5,84.93,330,14,0,29.69,NA,0.25,19,"OVC","2023-12-01","02:55","2023/12/01 02",-13,-15,7.88814133333333,0,832.382925085163,NA,"snow",0.226471955441964,0,0,81.9193245963923
"1172",2178,"0CO","2023-12-01 03:55:00",8.6,3.2,78.18,340,15,0,29.67,NA,0.25,18,"OVC","2023-12-01","03:55","2023/12/01 03",-13,-15.6666666666667,7.54517866666667,0,831.91566173887,NA,"snow",0.253096619244274,0,0,81.9193245963923
"1173",2179,"0CO","2023-12-01 04:55:00",5,3.2,92.06,320,13,0,29.67,NA,0.25,NA,"OVC","2023-12-01","04:55","2023/12/01 04",-14.6666666666667,-16,6.85925333333333,0,831.822209069612,NA,"snow",0.312576633547681,0,0,81.9193245963923
"1174",2180,"0CO","2023-12-01 05:55:00",5,3.2,92.06,320,18,0,29.67,NA,1.25,NA,"SCT","2023-12-01","05:55","2023/12/01 05",-15,-16.6666666666667,8.231104,0,831.728756400353,NA,"snow",0.201902718107887,0,0,81.9193245963923
"1175",2181,"0CO","2023-12-01 06:55:00",5,3.2,92.06,310,16,0,29.67,NA,4,NA,"SCT","2023-12-01","06:55","2023/12/01 06",-15,-16,8.57406666666667,0,831.822209069612,NA,"snow",0.179343852576511,0,0,81.9193245963923
"1176",2182,"0CO","2023-12-01 07:55:00",5,3.2,92.06,310,13,0,29.69,NA,1.75,NA,"BKN","2023-12-01","07:55","2023/12/01 07",-15,-16,7.03073466666667,0,832.289472415904,NA,"snow",0.296930041018504,0,0,81.9193245963923
"1177",2183,"0CO","2023-12-01 08:55:00",5,1.4,84.68,300,11,0,29.7,NA,7,NA,"CLR","2023-12-01","08:55","2023/12/01 08",-15,-16.6666666666667,6.34480933333333,0,832.569830423679,NA,"snow",0.36254941795005,0,0,81.9193245963923
"1178",2184,"0CO","2023-12-01 09:55:00",6.8,3.2,84.8,290,8,0,29.72,NA,5,NA,"SCT","2023-12-01","09:55","2023/12/01 09",-14.6666666666667,-16.3333333333333,4.45851466666667,0,833.13054643923,NA,"snow",0.578569901353451,0,0,81.9193245963923
"1179",2185,"0CO","2023-12-01 10:55:00",8.6,3.2,78.18,280,14,0,29.71,NA,10,20,"SCT","2023-12-01","10:55","2023/12/01 10",-13,-15.6666666666667,7.03073466666667,0,833.13054643923,10.28888,"snow",0.296930041018504,0,0,81.9193245963923
"1180",2186,"0CO","2023-12-01 11:55:00",6.8,3.2,84.8,300,19,0,29.68,NA,10,24,"SCT","2023-12-01","11:55","2023/12/01 11",-14,-16,7.71666,0,832.476377754421,NA,"snow",0.23952537330134,0,0,81.9193245963923
"1181",2187,"0CO","2023-12-01 12:55:00",8.6,5,84.93,290,20,0,29.67,NA,7,29,"CLR","2023-12-01","12:55","2023/12/01 12",-13.6666666666667,-15.6666666666667,10.4603613333333,0,831.822209069612,14.918876,"snow",0.0877118697637259,0,0,81.9193245963923
"1182",2188,"0CO","2023-12-01 13:55:00",8.6,5,84.93,280,15,0,29.67,NA,10,27,"CLR","2023-12-01","13:55","2023/12/01 13",-13,-15,7.88814133333333,0,831.822209069612,13.889988,"snow",0.226471955441964,0,0,81.9193245963923
"1183",2189,"0CO","2023-12-01 14:55:00",8.6,3.2,78.18,290,15,0,29.66,NA,10,21,"CLR","2023-12-01","14:55","2023/12/01 14",-13,-15.6666666666667,7.37369733333333,0,831.541851061836,10.803324,"snow",0.267187796565826,0,0,81.9193245963923
"1184",2190,"0CO","2023-12-01 15:55:00",6.8,3.2,84.8,290,18,0,29.67,NA,5,24,"SCT","2023-12-01","15:55","2023/12/01 15",-14,-16,9.60295466666667,0,831.728756400353,13.889988,"snow",0.123020081994591,0,0,81.9193245963923
"1185",2191,"0CO","2023-12-01 16:55:00",6.8,3.2,84.8,330,11,0,29.69,NA,0.25,NA,"OVC","2023-12-01","16:55","2023/12/01 16",-14,-16,7.37369733333333,0,832.102567077387,NA,"snow",0.267187796565826,0,0,81.9193245963923
"1186",2192,"0CO","2023-12-01 17:55:00",6.8,3.2,84.8,360,9,0,29.7,NA,0.25,22,"OVC","2023-12-01","17:55","2023/12/01 17",-14,-16,4.629996,0,832.569830423679,NA,"snow",0.557353311907428,0,0,81.9193245963923
"1187",2193,"0CO","2023-12-01 18:55:00",5,3.2,92.06,340,18,0,29.7,NA,0.25,24,"OVC","2023-12-01","18:55","2023/12/01 18",-14.3333333333333,-16,7.71666,0,832.663283092938,12.8611,"snow",0.23952537330134,0,0,81.9193245963923
"1188",2194,"0CO","2023-12-01 19:55:00",5,1.4,84.68,340,13,0,29.71,NA,0.25,NA,"OVC","2023-12-01","19:55","2023/12/01 19",-15,-17,6.34480933333333,0,832.756735762196,NA,"snow",0.36254941795005,0,0,81.9193245963923
"1189",2195,"0CO","2023-12-01 20:55:00",5,1.4,84.68,320,15,0,29.7,NA,0.75,23,"OVC","2023-12-01","20:55","2023/12/01 20",-15,-17,7.71666,0,832.663283092938,11.832212,"snow",0.23952537330134,0,0,81.9193245963923
"1190",2196,"0CO","2023-12-01 21:55:00",3.2,-0.4,84.56,320,15,0,29.7,NA,0.75,23,"OVC","2023-12-01","21:55","2023/12/01 21",-15.6666666666667,-17.3333333333333,7.03073466666667,0,832.663283092938,NA,"snow",0.296930041018504,0,0,81.9193245963923
"1191",2197,"0CO","2023-12-01 22:55:00",3.2,-0.4,84.56,310,16,0,29.7,NA,5,NA,"SCT","2023-12-01","22:55","2023/12/01 22",-16,-18,8.05962266666667,0,832.569830423679,NA,"snow",0.213932743905524,0,0,81.9193245963923
"1192",2198,"0CO","2023-12-01 23:55:00",3.2,-0.4,84.56,310,17,0,29.69,NA,3,NA,"SCT","2023-12-01","23:55","2023/12/01 23",-16,-18,7.54517866666667,0,832.569830423679,NA,"snow",0.253096619244274,0,0,81.9193245963923
"1193",2199,"0CO","2023-12-02 00:55:00",3.2,-0.4,84.56,NA,NA,0,29.65,NA,1,NA,"OVC","2023-12-02","00:55","2023/12/02 00",-16,-18,NA,0,831.541851061836,NA,"snow",NA,0,0,81.9193245963923
"1194",2200,"0CO","2023-12-02 01:55:00",3.2,-0.4,84.56,310,23,0,29.64,NA,1,39,"BKN","2023-12-02","01:55","2023/12/02 01",-16,-18,14.2329506666667,0,830.794229707769,22.635536,"snow",0.0154240764185883,0,0,81.9193245963923
"1195",2201,"0CO","2023-12-02 02:55:00",3.2,-0.4,84.56,300,33,0,29.63,NA,0.5,43,"OVC","2023-12-02","02:55","2023/12/02 02",-16,-18,NA,0,830.887682377027,NA,"snow",NA,0,0,81.9193245963923
"1196",2202,"0CO","2023-12-02 03:55:00",3.2,-0.4,84.56,330,25,0,29.64,NA,0.25,32,"OVC","2023-12-02","03:55","2023/12/02 03",-16,-18,10.803324,0,830.981135046286,19.548872,"snow",0.0761501158560344,0,0,81.9193245963923
"1197",2203,"0CO","2023-12-02 04:55:00",1.4,-2.2,84.43,310,20,0,29.64,NA,0.75,29,"OVC","2023-12-02","04:55","2023/12/02 04",-16.6666666666667,-18.6666666666667,11.317768,0,831.074587715544,16.976652,"snow",0.0612094921327954,0,0,81.9193245963923
"1198",2204,"0CO","2023-12-02 05:55:00",1.4,-2.2,84.43,310,23,0,29.67,NA,0.5,39,"OVC","2023-12-02","05:55","2023/12/02 05",-17,-19,NA,0,831.354945723319,NA,"snow",NA,0,0,81.9193245963923
"1199",2205,"0CO","2023-12-02 06:55:00",1.4,-2.2,84.43,300,24,0,29.68,NA,0.5,35,"OVC","2023-12-02","06:55","2023/12/02 06",-17,-19,9.94591733333333,0,832.102567077387,18.00554,"snow",0.107730832586429,0,0,81.9193245963923
"1200",2206,"0CO","2023-12-02 07:55:00",1.4,-2.2,84.43,290,28,0,29.69,NA,0.25,40,"OVC","2023-12-02","07:55","2023/12/02 07",-17,-19,NA,0,832.196019746646,NA,"snow",NA,0,0,81.9193245963923
"1201",2207,"0CO","2023-12-02 08:55:00",1.4,-2.2,84.43,310,24,0,29.7,NA,0.25,40,"OVC","2023-12-02","08:55","2023/12/02 08",-17,-19,12.5181373333333,0,832.569830423679,22.635536,"snow",0.0357080276347157,0,0,81.9193245963923
"1202",2208,"0CO","2023-12-02 09:55:00",1.4,-4,77.49,310,31,0,29.7,NA,0.25,44,"OVC","2023-12-02","09:55","2023/12/02 09",-17,-19.6666666666667,16.1192453333333,0,832.663283092938,22.635536,"snow",0.00558894968466301,0,0,81.9193245963923
"1203",2209,"0CO","2023-12-02 10:55:00",1.4,-4,77.49,320,25,0,29.72,NA,0.25,43,"OVC","2023-12-02","10:55","2023/12/02 10",-17.3333333333333,-20,NA,0,833.037093769972,NA,"snow",NA,0,0,81.9193245963923
"1204",2210,"0CO","2023-12-02 11:55:00",-0.4,-5.8,77.32,NA,NA,0,29.68,NA,0.25,NA,"OVC","2023-12-02","11:55","2023/12/02 11",-17.3333333333333,-20.3333333333333,NA,0,832.289472415904,NA,"snow",NA,0,0,81.9193245963923
"1205",2211,"0CO","2023-12-02 12:55:00",1.4,-4,77.49,NA,NA,0,29.65,NA,0.25,NA,"OVC","2023-12-02","12:55","2023/12/02 12",-17.3333333333333,-20,NA,0,831.074587715544,NA,"snow",NA,0,0,81.9193245963923
"1206",2212,"0CO","2023-12-02 13:55:00",1.4,-4,77.49,NA,NA,0,29.64,NA,0.25,NA,"OVC","2023-12-02","13:55","2023/12/02 13",-17,-20,NA,0,831.074587715544,NA,"snow",NA,0,0,81.9193245963923
"1207",2213,"0CO","2023-12-02 14:55:00",1.4,-2.2,84.43,320,34,0,29.71,NA,0.25,NA,"OVC","2023-12-02","14:55","2023/12/02 14",-17,-19.3333333333333,NA,0,832.382925085162,NA,"snow",NA,0,0,81.9193245963923
"1208",2214,"0CO","2023-12-02 15:55:00",3.2,-0.4,84.56,300,29,0,29.74,NA,0.25,39,"OVC","2023-12-02","15:55","2023/12/02 15",-16,-18,15.947764,0,833.504357116264,25.7222,"snow",0.00615319596755323,0,0,81.9193245963923
"1209",2215,"0CO","2023-12-02 16:55:00",3.2,-0.4,84.56,300,34,0,29.76,NA,0.5,42,"OVC","2023-12-02","16:55","2023/12/02 16",-16,-18,18.00554,0,833.971620462556,24.178868,"snow",0.0018448400865204,0,0,81.9193245963923
"1210",2216,"0CO","2023-12-02 17:55:00",3.2,-0.4,84.56,290,34,0,29.76,NA,0.75,51,"BKN","2023-12-02","17:55","2023/12/02 17",-16,-18,NA,0,834.625789147366,NA,"snow",NA,0,0,81.9193245963923
"1211",2217,"0CO","2023-12-02 18:55:00",3.2,1.4,91.99,300,39,0,29.7,NA,1,51,"OVC","2023-12-02","18:55","2023/12/02 18",-16,-17.3333333333333,18.1770213333333,0,833.410904447006,26.236644,"snow",0.00166046130940274,0,0,81.9193245963923
"1212",2218,"0CO","2023-12-02 19:55:00",5,1.4,84.68,290,38,0,29.71,NA,0.5,51,"BKN","2023-12-02","19:55","2023/12/02 19",-15.3333333333333,-17,18.00554,0,833.037093769972,26.236644,"snow",0.0018448400865204,0,0,81.9193245963923
"1213",2219,"0CO","2023-12-02 20:55:00",5,1.4,84.68,280,30,0,29.72,NA,0.75,49,"BKN","2023-12-02","20:55","2023/12/02 20",-15,-17,18.00554,0,833.037093769972,28.29442,"snow",0.0018448400865204,0,0,81.9193245963923
"1214",2220,"0CO","2023-12-02 21:55:00",5,1.4,84.68,280,42,0,29.69,NA,0.5,60,"OVC","2023-12-02","21:55","2023/12/02 21",-15,-17,NA,0,831.91566173887,NA,"snow",NA,0,0,81.9193245963923
"1215",2221,"0CO","2023-12-02 22:55:00",5,3.2,92.06,290,30,0,29.73,NA,0.25,52,"OVC","2023-12-02","22:55","2023/12/02 22",-15,-16.3333333333333,15.7762826666667,0,833.504357116264,26.751088,"snow",0.00676917567389188,0,0,81.9193245963923
"1216",2222,"0CO","2023-12-02 23:55:00",6.8,3.2,84.8,290,35,0,29.69,NA,0.5,55,"OVC","2023-12-02","23:55","2023/12/02 23",-14,-16,NA,0,832.569830423679,NA,"snow",NA,0,0,81.9193245963923
"1217",2223,"0CO","2023-12-03 00:55:00",8.6,3.2,78.18,290,41,0,29.61,NA,0.5,NA,"OVC","2023-12-03","00:55","2023/12/03 00",-13.3333333333333,-16,19.034428,0,831.074587715544,NA,"snow",0.000969891944466317,0,0,81.9193245963923
"1218",2224,"0CO","2023-12-03 01:55:00",8.6,5,84.93,NA,NA,0,29.56,NA,0.25,NA,"OVC","2023-12-03","01:55","2023/12/03 01",-13,-15.3333333333333,NA,0,829.579345007409,NA,"snow",NA,0,0,81.9193245963923
"1219",2225,"0CO","2023-12-03 02:55:00",8.6,5,84.93,NA,NA,0,29.5,NA,0.25,NA,"OVC","2023-12-03","02:55","2023/12/03 02",-13,-15,NA,0,827.710291622239,NA,"snow",NA,0,0,81.9193245963923
"1220",2226,"0CO","2023-12-03 03:55:00",8.6,5,84.93,NA,NA,0,29.53,NA,0.25,NA,"OVC","2023-12-03","03:55","2023/12/03 03",-13,-15,NA,0,827.710291622239,NA,"snow",NA,0,0,81.9193245963923
"1221",2227,"0CO","2023-12-03 04:55:00",10.4,6.8,85.05,NA,NA,0,29.48,NA,0.25,NA,"OVC","2023-12-03","04:55","2023/12/03 04",-12.6666666666667,-14.6666666666667,NA,0,826.962670268171,NA,"snow",NA,0,0,81.9193245963923
"1222",2228,"0CO","2023-12-03 05:55:00",8.6,5,84.93,NA,NA,0,29.52,NA,0.25,NA,"OVC","2023-12-03","05:55","2023/12/03 05",-12.3333333333333,-14.3333333333333,NA,0,827.523386283722,NA,"snow",NA,0,0,81.9193245963923
"1223",2229,"0CO","2023-12-03 06:55:00",8.6,5,84.93,NA,NA,0,29.66,NA,0.25,NA,"OVC","2023-12-03","06:55","2023/12/03 06",-13,-15,NA,0,830.326966361476,NA,"snow",NA,0,0,81.9193245963923
"1224",2230,"0CO","2023-12-03 07:55:00",6.8,3.2,84.8,NA,NA,0,29.68,NA,0.25,NA,"OVC","2023-12-03","07:55","2023/12/03 07",-13.3333333333333,-15.6666666666667,NA,0,831.822209069612,NA,"snow",NA,0,0,81.9193245963923
"1225",2231,"0CO","2023-12-03 08:55:00",6.8,3.2,84.8,NA,NA,0,29.73,NA,0.25,NA,"OVC","2023-12-03","08:55","2023/12/03 08",-14,-16,NA,0,832.756735762196,NA,"snow",NA,0,0,81.9193245963923
"1226",2232,"0CO","2023-12-03 09:55:00",5,3.2,92.06,NA,NA,0,29.72,NA,0.25,NA,"OVC","2023-12-03","09:55","2023/12/03 09",-15,-16.3333333333333,NA,0,833.410904447006,NA,"snow",NA,0,0,81.9193245963923
"1227",2233,"0CO","2023-12-03 10:55:00",5,3.2,92.06,NA,NA,0,29.76,NA,0.25,NA,"OVC","2023-12-03","10:55","2023/12/03 10",-15,-16,NA,0,834.158525801073,NA,"snow",NA,0,0,81.9193245963923
"1228",2234,"0CO","2023-12-03 11:55:00",5,1.4,84.68,NA,NA,0,29.72,NA,0.25,NA,"OVC","2023-12-03","11:55","2023/12/03 11",-15,-17,NA,0,833.78471512404,NA,"snow",NA,0,0,81.9193245963923
"1229",2235,"0CO","2023-12-03 12:55:00",5,1.4,84.68,NA,NA,0,29.78,NA,0.25,NA,"OVC","2023-12-03","12:55","2023/12/03 12",-15,-17,NA,0,834.532336478107,NA,"snow",NA,0,0,81.9193245963923
"1230",2236,"0CO","2023-12-03 13:55:00",6.8,3.2,84.8,NA,NA,0,29.81,NA,0.25,NA,"OVC","2023-12-03","13:55","2023/12/03 13",-14.3333333333333,-16,NA,0,835.653768509209,NA,"snow",NA,0,0,81.9193245963923
"1231",2237,"0CO","2023-12-03 14:55:00",8.6,5,84.93,NA,NA,0,29.85,NA,0.25,NA,"OVC","2023-12-03","14:55","2023/12/03 14",-13.3333333333333,-15.6666666666667,NA,0,836.494842532535,NA,"snow",NA,0,0,81.9193245963923
"1232",2238,"0CO","2023-12-03 15:55:00",10.4,8.6,92.25,NA,NA,0,29.89,NA,0.25,NA,"OVC","2023-12-03","15:55","2023/12/03 15",-12,-13.6666666666667,NA,0,837.149011217344,NA,"snow",NA,0,0,81.9193245963923
"1233",2239,"0CO","2023-12-03 16:55:00",12.2,8.6,85.17,NA,NA,0,29.92,NA,0.25,NA,"OVC","2023-12-03","16:55","2023/12/03 16",-11.3333333333333,-13,NA,0,838.550801256221,NA,"snow",NA,0,0,81.9193245963923
