,station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,Date,Time,Hour,tmpc,dwpc,sms,p01mm,fresh_SWE_m,fresh_density,fresh_depth,old_swe_m,old_density,old_depth,swe f+o,depth f+o,density f+o,altmb,gustms,precip_type,undercatch,adj_precip,undercatch_loss,cum_undercatch_loss
1110,0CO,10/17/2023 7:55,33.8,17.6,51.04,300,25,0,30.48,NA,10,34,CLR,10/17/2023,7:55,2023/10/17 07,1,-7.666666667,12.51813733,0,0,143.3206582,0,19.812,173.6761078,0.114074413,19.812,0.114074413,173.6761078,854.5312077,17.491096,snow,0.190375577,0,0,81.9193246
1111,0CO,10/17/2023 8:55,33.8,17.6,51.04,310,24,0,30.49,NA,10,31,CLR,10/17/2023,8:55,2023/10/17 08,1,-8,12.00369333,0,0,143.3206582,0,19.812,174.9330515,0.113254756,19.812,0.113254756,174.9330515,854.718113,16.462208,snow,0.158731639,0,0,81.9193246
1112,0CO,10/17/2023 9:55,35.6,19.4,51.33,310,22,0,30.5,NA,10,28,CLR,10/17/2023,9:55,2023/10/17 09,1.666666667,-7.333333333,12.00369333,0,0,165.4554851,0,19.812,176.1774884,0.112454776,19.812,0.112454776,176.1774884,854.998471,16.462208,snow,0.39829048,0,0,81.9193246
1113,0CO,10/17/2023 10:55,35.6,19.4,51.33,310,24,0,30.49,NA,10,34,CLR,10/17/2023,10:55,2023/10/17 10,1.666666667,-7,12.346656,0,0,165.4554851,0,19.812,177.409543,0.111673812,19.812,0.111673812,177.409543,854.998471,18.00554,snow,0.281799369,0,0,81.9193246
1114,0CO,10/17/2023 11:55,37.4,21.2,51.61,320,19,0,30.5,NA,10,27,CLR,10/17/2023,11:55,2023/10/17 11,2.333333333,-5.666666667,10.46036133,0,0,194.0882734,0,19.812,178.6293384,0.110911232,19.812,0.110911232,178.6293384,854.998471,16.976652,snow,0.345394741,0,0,81.9193246
1115,0CO,10/17/2023 12:55,37.4,23,55.68,310,13,0,30.49,NA,10,24,CLR,10/17/2023,12:55,2023/10/17 12,3,-5.666666667,10.11739867,0,0,231.1265826,0,19.812,179.8369967,0.110166431,19.812,0.110166431,179.8369967,854.8115657,15.43332,snow,0.578569901,0,0,81.9193246
1116,0CO,10/17/2023 13:55,41,17.6,38.45,300,25,0,30.47,NA,10,33,CLR,10/17/2023,13:55,2023/10/17 13,4.666666667,-7.333333333,11.832212,0,0,378.5235747,0,19.812,181.0326386,0.109438829,19.812,0.109438829,181.0326386,854.2508497,17.491096,snow,0.599956368,0,0,81.9193246
1117,0CO,10/17/2023 14:55,41,19.4,41.54,290,25,0,30.46,NA,10,33,CLR,10/17/2023,14:55,2023/10/17 14,5,-7,11.48924933,0,0,421.1846697,0,19.812,182.2163836,0.108727874,19.812,0.108727874,182.2163836,854.0639444,16.976652,snow,0.495140774,0,0,81.9193246
1118,0CO,10/17/2023 15:55,41,19.4,41.54,310,20,0,30.46,NA,10,30,CLR,10/17/2023,15:55,2023/10/17 15,5,-6.666666667,10.11739867,0,0,421.1846697,0,19.812,183.3883501,0.108033035,19.812,0.108033035,183.3883501,854.0639444,NA,snow,0.43583195,0,0,81.9193246
1119,0CO,10/17/2023 16:55,41,19.4,41.54,290,26,0,30.46,NA,10,35,CLR,10/17/2023,16:55,2023/10/17 16,5,-7,14.23295067,0,0,421.1846697,0,19.812,184.5486554,0.107353803,19.812,0.107353803,184.5486554,853.877039,19.034428,snow,0.557353312,0,0,81.9193246
1120,0CO,10/17/2023 17:55,37.4,19.4,47.8,310,23,0,30.45,NA,10,28,CLR,10/17/2023,17:55,2023/10/17 17,3.666666667,-7,11.48924933,0,0,279.0379609,0,19.812,185.6974155,0.106689692,19.812,0.106689692,185.6974155,853.877039,15.947764,snow,0.495140774,0,0,81.9193246
1121,0CO,10/17/2023 18:55,37.4,19.4,47.8,310,22,0,30.44,NA,10,28,CLR,10/17/2023,18:55,2023/10/17 18,3,-7,11.832212,0,0,231.1265826,0,19.812,186.8347452,0.106040233,19.812,0.106040233,186.8347452,853.5032283,16.976652,snow,0.416845614,0,0,81.9193246
1122,0CO,10/17/2023 19:55,35.6,21.2,55.41,300,26,0,30.41,NA,10,37,CLR,10/17/2023,19:55,2023/10/17 19,2,-6.333333333,13.03258133,0,0,178.8518879,0,19.812,187.9607583,0.10540498,19.812,0.10540498,187.9607583,853.035965,19.034428,snow,0.43583195,0,0,81.9193246
1123,0CO,10/17/2023 20:55,33.8,21.2,59.53,300,36,0,30.37,NA,10,43,CLR,10/17/2023,20:55,2023/10/17 20,1.666666667,-6,17.83405867,0,0,165.4554851,0,19.812,189.0755674,0.104783501,19.812,0.104783501,189.0755674,851.7276276,24.693312,snow,0.43583195,0,0,81.9193246
1124,0CO,10/17/2023 21:55,33.8,21.2,59.53,310,28,0,30.39,NA,10,39,CLR,10/17/2023,21:55,2023/10/17 21,1,-6,15.43332,0,0,143.3206582,0,19.812,190.179284,0.104175384,19.812,0.104175384,190.179284,851.8210803,22.121092,snow,0.380186112,0,0,81.9193246
1125,0CO,10/17/2023 22:55,33.8,21.2,59.53,320,26,0,30.4,NA,10,41,CLR,10/17/2023,22:55,2023/10/17 22,1,-6,13.54702533,0,0,143.3206582,0,19.812,191.2720183,0.103580232,19.812,0.103580232,191.2720183,852.3817963,21.092204,snow,0.226471955,0,0,81.9193246
1126,0CO,10/17/2023 23:55,33.8,21.2,59.53,310,36,0,30.36,NA,10,47,CLR,10/17/2023,23:55,2023/10/17 23,1,-6,18.00554,0,0,143.3206582,0,19.812,192.3538798,0.102997663,19.812,0.102997663,192.3538798,850.9800063,26.751088,snow,0.081761739,0,0,81.9193246
1127,0CO,10/18/2023 0:55,32,21.2,63.99,320,29,0,30.39,NA,10,40,CLR,10/18/2023,0:55,2023/10/18 00,0.333333333,-6,16.29072667,0,0,126.209137,0,19.812,193.4249766,0.10242731,19.812,0.10242731,193.4249766,851.8210803,23.14998,snow,0.076150116,0,0,81.9193246
1128,0CO,10/18/2023 1:55,30.2,21.2,68.83,340,26,0,30.4,NA,10,39,CLR,10/18/2023,1:55,2023/10/18 01,-0.666666667,-6,14.404432,0,0,107.5392599,0,19.812,194.4854158,0.101868821,19.812,0.101868821,194.4854158,852.0079856,23.664424,snow,0.107730833,0,0,81.9193246
1129,0CO,10/18/2023 2:55,28.4,19.4,68.61,320,24,0,30.4,NA,10,34,CLR,10/18/2023,2:55,2023/10/18 02,-1.666666667,-6.666666667,14.06146933,0,0,94.84930165,0,19.812,195.5353035,0.101321857,19.812,0.101321857,195.5353035,851.914533,21.606648,snow,0.081761739,0,0,81.9193246
1130,0CO,10/18/2023 3:55,26.6,19.4,73.89,330,24,0,30.4,NA,10,32,CLR,10/18/2023,3:55,2023/10/18 03,-2.333333333,-7,13.375544,0,0,88.73793172,0,19.812,196.5747446,0.100786091,19.812,0.100786091,196.5747446,852.0079856,18.00554,snow,0.107730833,0,0,81.9193246
1131,0CO,10/18/2023 4:55,28.4,19.4,68.61,320,26,0,30.38,NA,10,33,CLR,10/18/2023,4:55,2023/10/18 04,-2.333333333,-6.666666667,12.8611,0,0,88.73793172,0,19.812,197.6038431,0.100261208,19.812,0.100261208,197.6038431,851.8210803,18.00554,snow,0.201902718,0,0,81.9193246
1132,0CO,10/18/2023 5:55,26.6,19.4,73.89,310,26,0,30.4,NA,10,34,CLR,10/18/2023,5:55,2023/10/18 05,-3,-7,13.03258133,0,0,84.01348384,0,19.812,198.6227019,0.099746906,19.812,0.099746906,198.6227019,852.194891,17.491096,snow,0.070863271,0,0,81.9193246
1133,0CO,10/18/2023 6:55,26.6,21.2,79.77,310,26,0,30.41,NA,10,35,CLR,10/18/2023,6:55,2023/10/18 06,-3,-6.333333333,13.71850667,0,0,84.01348384,0,19.812,199.6314228,0.099242893,19.812,0.099242893,199.6314228,852.5687016,18.00554,snow,0.100682706,0,0,81.9193246
1134,0CO,10/18/2023 7:55,26.6,21.2,79.77,310,27,0,30.42,NA,10,34,CLR,10/18/2023,7:55,2023/10/18 07,-3,-6,14.23295067,0,0,84.01348384,0,19.812,200.6301069,0.098748888,19.812,0.098748888,200.6301069,852.6621543,18.519984,snow,0.226471955,0,0,81.9193246
1135,0CO,10/18/2023 8:55,30.2,21.2,68.83,310,27,0,30.43,NA,10,35,CLR,10/18/2023,8:55,2023/10/18 08,-1.666666667,-6,14.57591333,0,0,94.84930165,0,19.812,201.6188538,0.09826462,19.812,0.09826462,201.6188538,853.1294177,18.519984,snow,0.312576634,0,0,81.9193246
1136,0CO,10/18/2023 9:55,30.2,21.2,68.83,320,28,0,30.43,NA,10,40,CLR,10/18/2023,9:55,2023/10/18 09,-1.333333333,-6,13.889988,0,0,98.5480147,0,19.812,202.5977626,0.097789826,19.812,0.097789826,202.5977626,853.4097757,20.57776,snow,0.296930041,0,0,81.9193246
1137,0CO,10/18/2023 10:55,32,21.2,63.99,320,26,0,30.47,NA,10,39,CLR,10/18/2023,10:55,2023/10/18 10,0,-6,14.57591333,0,0,119.17,0,19.812,203.566931,0.097324255,19.812,0.097324255,203.566931,853.877039,22.121092,snow,0.599956368,0,0,81.9193246
1138,0CO,10/18/2023 11:55,35.6,21.2,55.41,320,31,0,30.45,NA,10,41,CLR,10/18/2023,11:55,2023/10/18 11,1.333333333,-6,14.918876,0,0,153.6768643,0,19.812,204.5264561,0.096867664,19.812,0.096867664,204.5264561,853.9704917,21.606648,snow,0.380186112,0,0,81.9193246
1139,0CO,10/18/2023 12:55,35.6,23,59.79,330,26,0,30.48,NA,10,36,CLR,10/18/2023,12:55,2023/10/18 12,2,-5.666666667,16.11924533,0,0,178.8518879,0,19.812,205.4764337,0.096419816,19.812,0.096419816,205.4764337,853.877039,25.7222,snow,0.213932744,0,0,81.9193246
1140,0CO,10/18/2023 13:55,35.6,23,59.79,330,27,0,30.47,NA,10,41,SCT,10/18/2023,13:55,2023/10/18 13,2,-5,13.71850667,0,0,178.8518879,0,19.812,206.4169589,0.095980486,19.812,0.095980486,206.4169589,854.2508497,21.606648,snow,0.190375577,0,0,81.9193246
1141,0CO,10/18/2023 14:55,35.6,21.2,55.41,330,34,0,30.45,NA,10,40,CLR,10/18/2023,14:55,2023/10/18 14,2,-5.666666667,14.404432,0,0,178.8518879,0,19.812,207.3481257,0.095549453,19.812,0.095549453,207.3481257,854.157397,21.606648,snow,0.281799369,0,0,81.9193246
1142,0CO,10/18/2023 15:55,37.4,21.2,51.61,320,25,0,30.49,NA,10,34,CLR,10/18/2023,15:55,2023/10/18 15,2.333333333,-6,13.375544,0,0,194.0882734,0,19.812,208.2700273,0.095126506,19.812,0.095126506,208.2700273,854.5312077,21.606648,snow,0.39829048,0,0,81.9193246
1143,0CO,10/18/2023 16:55,35.6,23,59.79,310,18,0,30.52,NA,10,35,CLR,10/18/2023,16:55,2023/10/18 16,2,-5,11.317768,0,0,178.8518879,0,19.812,209.1827558,0.09471144,19.812,0.09471144,209.1827558,855.2788291,18.519984,snow,0.475006132,0,0,81.9193246
1144,0CO,10/18/2023 17:55,33.8,23,64.23,320,14,0,30.55,NA,10,24,CLR,10/18/2023,17:55,2023/10/18 17,1.666666667,-5,9.088510667,0,0,165.4554851,0,19.812,210.0864025,0.094304057,19.812,0.094304057,210.0864025,856.1199031,15.947764,snow,0.515600068,0,0,81.9193246
1145,0CO,10/18/2023 18:55,32,23,69.04,320,20,0,30.55,NA,10,30,CLR,10/18/2023,18:55,2023/10/18 18,0.333333333,-5,10.28888,0,0,126.209137,0,19.812,210.9810577,0.093904165,19.812,0.093904165,210.9810577,856.4002611,15.947764,snow,0.495140774,0,0,81.9193246
1146,0CO,10/18/2023 19:55,32,23,69.04,330,15,0,30.58,NA,10,27,CLR,10/18/2023,19:55,2023/10/18 19,0,-5,8.231104,0,0,119.17,0,19.812,211.866811,0.093511579,19.812,0.093511579,211.866811,857.0544298,16.462208,snow,0.686224451,0,0,81.9193246
1147,0CO,10/18/2023 20:55,32,23,69.04,330,18,0,30.59,NA,10,29,CLR,10/18/2023,20:55,2023/10/18 20,0,-5,8.059622667,0,0,119.17,0,19.812,212.7437509,0.09312612,19.812,0.09312612,212.7437509,857.5216931,14.918876,snow,0.791390129,0,0,81.9193246
1148,0CO,10/18/2023 21:55,32,23,69.04,330,16,0,30.6,NA,10,28,CLR,10/18/2023,21:55,2023/10/18 21,0,-5,8.745548,0,0,119.17,0,19.812,213.611965,0.092747614,19.812,0.092747614,213.611965,857.8955038,14.918876,snow,0.750122405,0,0,81.9193246
1149,0CO,10/18/2023 22:55,32,23,69.04,320,20,0,30.58,NA,10,25,CLR,10/18/2023,22:55,2023/10/18 22,0,-5,9.431473333,0,0,119.17,0,19.812,214.4715404,0.092375893,19.812,0.092375893,214.4715404,857.7085985,14.918876,snow,0.686224451,0,0,81.9193246
1150,0CO,10/18/2023 23:55,32,23,69.04,330,23,0,30.58,NA,10,31,CLR,10/18/2023,23:55,2023/10/18 23,0,-5,10.97480533,0,0,119.17,0,19.812,215.3225627,0.092010794,19.812,0.092010794,215.3225627,857.3347878,15.947764,snow,0.281799369,0,0,81.9193246
1151,0CO,10/19/2023 0:55,32,24.8,74.44,330,23,0,30.57,NA,10,33,CLR,10/19/2023,0:55,2023/10/19 00,0,-4,11.66073067,0,0,119.17,0,19.812,216.1651173,0.09165216,19.812,0.09165216,216.1651173,857.2413351,16.976652,snow,0.190375577,0,0,81.9193246
1152,0CO,10/19/2023 1:55,32,24.8,74.44,340,21,0,30.57,NA,10,28,CLR,10/19/2023,1:55,2023/10/19 01,0,-4,9.945917333,0,0,119.17,0,19.812,216.9992883,0.091299839,19.812,0.091299839,216.9992883,857.2413351,15.43332,snow,0.065887565,0,0,81.9193246
1153,0CO,10/19/2023 2:55,30.2,24.8,80.07,340,19,0,30.58,NA,10,25,CLR,10/19/2023,2:55,2023/10/19 02,-0.666666667,-4,10.11739867,0,0,107.5392599,0,19.812,217.8251592,0.090953681,19.812,0.090953681,217.8251592,857.3347878,16.462208,snow,0.131287549,0,0,81.9193246
1154,0CO,10/19/2023 3:55,30.2,24.8,80.07,350,19,0,30.58,NA,10,25,CLR,10/19/2023,3:55,2023/10/19 03,-1,-4,8.745548,0,0,102.7547423,0,19.812,218.6428126,0.090613543,19.812,0.090613543,218.6428126,857.3347878,13.375544,snow,0.139987249,0,0,81.9193246
1155,0CO,10/19/2023 4:55,30.2,24.8,80.07,350,16,0,30.59,NA,10,24,CLR,10/19/2023,4:55,2023/10/19 04,-1,-4,8.059622667,0,0,102.7547423,0,19.812,219.4523301,0.090279287,19.812,0.090279287,219.4523301,857.5216931,12.8611,snow,0.030385518,0,0,81.9193246
1156,0CO,10/19/2023 5:55,30.2,26.6,86.28,340,21,0,30.58,NA,10,32,CLR,10/19/2023,5:55,2023/10/19 05,-1,-3.666666667,10.63184267,0,0,102.7547423,0,19.812,220.2537928,0.089950778,19.812,0.089950778,220.2537928,857.3347878,16.462208,snow,0.04182532,0,0,81.9193246
1157,0CO,10/19/2023 6:55,30.2,26.6,86.28,340,18,0,30.6,NA,10,25,CLR,10/19/2023,6:55,2023/10/19 06,-1,-3,9.602954667,0,0,102.7547423,0,19.812,221.0472808,0.089627884,19.812,0.089627884,221.0472808,857.8020511,15.947764,snow,0.076150116,0,0,81.9193246
1158,0CO,10/19/2023 7:55,30.2,26.6,86.28,350,10,0,30.63,NA,10,25,CLR,10/19/2023,7:55,2023/10/19 07,-1,-3,8.231104,0,0,102.7547423,0,19.812,221.8328735,0.089310478,19.812,0.089310478,221.8328735,858.3627671,14.404432,snow,0.281799369,0,0,81.9193246
1159,0CO,10/19/2023 8:55,32,26.6,80.22,330,14,0,30.64,NA,10,23,CLR,10/19/2023,8:55,2023/10/19 08,0,-3,6.001846667,0,0,119.17,0,19.812,222.6106494,0.088998438,19.812,0.088998438,222.6106494,859.0169358,12.346656,snow,0.239525373,0,0,81.9193246
1160,0CO,10/19/2023 9:55,32,26.6,80.22,310,12,0,30.66,NA,10,NA,CLR,10/19/2023,9:55,2023/10/19 09,0,-3,6.173328,0,0,119.17,0,19.812,223.3806863,0.088691643,19.812,0.088691643,223.3806863,859.4841992,NA,snow,0.495140774,0,0,81.9193246
1161,0CO,10/19/2023 10:55,33.8,24.8,69.25,320,14,0,30.66,NA,10,22,CLR,10/19/2023,10:55,2023/10/19 10,1,-3.666666667,6.173328,0,0,143.3206582,0,19.812,224.1430612,0.088389977,19.812,0.088389977,224.1430612,859.5776518,12.346656,snow,0.707700776,0,0,81.9193246
1162,0CO,10/19/2023 11:55,35.6,24.8,64.46,330,12,0,30.67,NA,10,24,CLR,10/19/2023,11:55,2023/10/19 11,2,-4.333333333,7.030734667,0,0,178.8518879,0,19.812,224.8978504,0.088093328,19.812,0.088093328,224.8978504,859.6711045,12.8611,snow,0.729021678,0,0,81.9193246
1163,0CO,10/19/2023 12:55,39.2,21.2,48.1,310,15,0,30.66,NA,10,25,CLR,10/19/2023,12:55,2023/10/19 12,3.333333333,-5.333333333,6.687772,0,0,253.5428459,0,19.812,225.6451292,0.087801585,19.812,0.087801585,225.6451292,859.7645572,12.8611,snow,0.39829048,0,0,81.9193246
1164,0CO,10/19/2023 13:55,39.2,14,35.26,20,7,0,30.65,NA,10,24,CLR,10/19/2023,13:55,2023/10/19 13,4,-8,6.173328,0,0,308.0348048,0,19.812,226.3849726,0.087514643,19.812,0.087514643,226.3849726,859.3907465,14.918876,snow,0.253096619,0,0,81.9193246
1165,0CO,10/19/2023 14:55,41,15.8,35.57,10,9,0,30.66,NA,10,23,CLR,10/19/2023,14:55,2023/10/19 14,5,-9.666666667,7.545178667,0,0,421.1846697,0,19.812,227.1174543,0.087232397,19.812,0.087232397,227.1174543,859.2972938,13.375544,snow,0.345394741,0,0,81.9193246
1166,0CO,10/19/2023 15:55,41,14,32.88,300,22,0,30.64,NA,10,30,CLR,10/19/2023,15:55,2023/10/19 15,5,-10.33333333,9.602954667,0,0,421.1846697,0,19.812,227.8426478,0.086954748,19.812,0.086954748,227.8426478,859.1103885,15.43332,snow,0.621466224,0,0,81.9193246
1167,0CO,10/19/2023 16:55,42.8,12.2,28.34,300,26,0,30.64,NA,10,30,CLR,10/19/2023,16:55,2023/10/19 16,5.666666667,-10.33333333,12.17517467,0,0,524.8900286,0,19.812,228.5606254,0.086681597,19.812,0.086681597,228.5606254,859.0169358,16.976652,snow,0.729021678,0,0,81.9193246
1168,0CO,10/19/2023 17:55,39.2,12.2,32.58,300,19,0,30.64,NA,10,26,CLR,10/19/2023,17:55,2023/10/19 17,4.666666667,-10.66666667,9.602954667,0,0,378.5235747,0,19.812,229.2714591,0.086412849,19.812,0.086412849,229.2714591,859.2038412,14.404432,snow,0.770935353,0,0,81.9193246
1169,0CO,10/19/2023 18:55,35.6,15.8,43.95,300,18,0,30.65,NA,10,25,CLR,10/19/2023,18:55,2023/10/19 18,2.666666667,-9.666666667,8.745548,0,0,211.4173614,0,19.812,229.9752198,0.086148412,19.812,0.086148412,229.9752198,859.2972938,13.375544,snow,0.643049852,0,0,81.9193246
1170,0CO,10/19/2023 19:55,35.6,12.2,37.53,310,21,0,30.65,NA,10,25,CLR,10/19/2023,19:55,2023/10/19 19,2,-9.666666667,9.945917333,0,0,178.8518879,0,19.812,230.671978,0.085888196,19.812,0.085888196,230.671978,859.3907465,14.404432,snow,0.281799369,0,0,81.9193246
1171,0CO,10/19/2023 20:55,33.8,14,43.65,320,12,0,30.66,NA,10,19,CLR,10/19/2023,20:55,2023/10/19 20,1,-10,6.516290667,0,0,143.3206582,0,19.812,231.3618034,0.085632113,19.812,0.085632113,231.3618034,859.5776518,10.28888,snow,0.226471955,0,0,81.9193246
1172,0CO,10/19/2023 21:55,33.8,14,43.65,330,16,0,30.65,NA,10,24,CLR,10/19/2023,21:55,2023/10/19 21,1,-10,7.202216,0,0,143.3206582,0,19.812,232.0447648,0.085380077,19.812,0.085380077,232.0447648,859.3907465,12.8611,snow,0.253096619,0,0,81.9193246
1173,0CO,10/19/2023 22:55,35.6,15.8,43.95,310,18,0,30.64,NA,10,27,CLR,10/19/2023,22:55,2023/10/19 22,1.666666667,-9.333333333,NA,0,0,165.4554851,0,19.812,232.7209307,0.085132007,19.812,0.085132007,232.7209307,859.0169358,NA,snow,0.312576634,0,0,81.9193246
1174,0CO,10/19/2023 23:55,35.6,12.2,37.53,320,17,0,30.62,NA,10,29,CLR,10/19/2023,23:55,2023/10/19 23,2,-10.66666667,10.28888,0,0,178.8518879,0,19.812,233.3903687,0.084887822,19.812,0.084887822,233.3903687,858.5496725,14.918876,snow,0.201902718,0,0,81.9193246
1175,0CO,10/20/2023 0:55,33.8,10.4,37.22,320,17,0,30.61,NA,10,29,CLR,10/20/2023,0:55,2023/10/20 00,1,-11.66666667,9.945917333,0,0,143.3206582,0,19.812,234.0531456,0.084647442,19.812,0.084647442,234.0531456,858.1758618,15.43332,snow,0.179343853,0,0,81.9193246
1176,0CO,10/20/2023 1:55,33.8,8.6,34.34,320,18,0,30.6,NA,10,27,CLR,10/20/2023,1:55,2023/10/20 01,1,-12.66666667,9.431473333,0,0,143.3206582,0,19.812,234.7093277,0.084410791,19.812,0.084410791,234.7093277,857.8955038,13.889988,snow,0.296930041,0,0,81.9193246
1177,0CO,10/20/2023 2:55,33.8,10.4,37.22,330,17,0,30.61,NA,10,27,CLR,10/20/2023,2:55,2023/10/20 02,1,-12.33333333,9.774436,0,0,143.3206582,0,19.812,235.3589808,0.084177795,19.812,0.084177795,235.3589808,858.1758618,15.43332,snow,0.362549418,0,0,81.9193246
1178,0CO,10/20/2023 3:55,33.8,10.4,37.22,330,12,0,30.61,NA,10,29,CLR,10/20/2023,3:55,2023/10/20 03,1,-12.33333333,7.373697333,0,0,143.3206582,0,19.812,236.0021697,0.083948381,19.812,0.083948381,236.0021697,858.0824091,14.918876,snow,0.578569901,0,0,81.9193246
1179,0CO,10/20/2023 4:55,32,12.2,43.34,330,16,0,30.62,NA,10,24,CLR,10/20/2023,4:55,2023/10/20 04,0.666666667,-11.33333333,7.545178667,0,0,134.2150925,0,19.812,236.6389587,0.083722478,19.812,0.083722478,236.6389587,858.2693145,12.346656,snow,0.296930041,0,0,81.9193246
1180,0CO,10/20/2023 5:55,33.8,12.2,40.32,330,17,0,30.6,NA,10,30,CLR,10/20/2023,5:55,2023/10/20 05,1,-11,8.059622667,0,0,143.3206582,0,19.812,237.2694116,0.083500017,19.812,0.083500017,237.2694116,857.8955038,15.43332,snow,0.239525373,0,0,81.9193246
1181,0CO,10/20/2023 6:55,33.8,12.2,40.32,330,15,0,30.6,NA,10,27,CLR,10/20/2023,6:55,2023/10/20 06,1,-11,9.431473333,0,0,143.3206582,0,19.812,237.8935914,0.083280932,19.812,0.083280932,237.8935914,857.8955038,15.947764,snow,0.08771187,0,0,81.9193246
1182,0CO,10/20/2023 7:55,35.6,12.2,37.53,330,17,0,30.6,NA,10,23,CLR,10/20/2023,7:55,2023/10/20 07,1.333333333,-11,8.231104,0,0,153.6768643,0,19.812,238.5115605,0.083065156,19.812,0.083065156,238.5115605,857.8955038,14.404432,snow,0.226471955,0,0,81.9193246
1183,0CO,10/20/2023 8:55,35.6,12.2,37.53,320,17,0,30.62,NA,10,23,CLR,10/20/2023,8:55,2023/10/20 08,1.666666667,-11,9.088510667,0,0,165.4554851,0,19.812,239.1233807,0.082852626,19.812,0.082852626,239.1233807,858.3627671,13.889988,snow,0.267187797,0,0,81.9193246
1184,0CO,10/20/2023 9:55,37.4,14,37.84,320,21,0,30.61,NA,10,26,CLR,10/20/2023,9:55,2023/10/20 09,3,-10.66666667,9.431473333,0,0,231.1265826,0,19.812,239.7291132,0.082643279,19.812,0.082643279,239.7291132,858.1758618,13.889988,snow,0.123020082,0,0,81.9193246
1185,0CO,10/20/2023 10:55,39.2,14,35.26,320,16,0,30.63,NA,10,23,CLR,10/20/2023,10:55,2023/10/20 10,3.666666667,-10,8.059622667,0,0,279.0379609,0,19.812,240.3288185,0.082437055,19.812,0.082437055,240.3288185,858.5496725,12.8611,snow,0.267187797,0,0,81.9193246
1186,0CO,10/20/2023 11:55,41,14,32.88,320,9,0,30.63,NA,10,19,CLR,10/20/2023,11:55,2023/10/20 11,5,-10,4.629996,0,0,421.1846697,0,19.812,240.9225567,0.082233894,19.812,0.082233894,240.9225567,858.7365778,11.317768,snow,0.557353312,0,0,81.9193246
1187,0CO,10/20/2023 12:55,42.8,15.8,33.18,40,7,0,30.62,NA,10,14,CLR,10/20/2023,12:55,2023/10/20 12,5.666666667,-9.666666667,4.287033333,0,0,524.8900286,0,19.812,241.5103871,0.082033739,19.812,0.082033739,241.5103871,858.5496725,11.832212,snow,0.239525373,0,0,81.9193246
1188,0CO,10/20/2023 13:55,42.8,14,30.68,320,15,0,30.58,NA,10,20,CLR,10/20/2023,13:55,2023/10/20 13,6,-9.666666667,4.972958667,0,0,587.6544118,0,19.812,242.0923684,0.081836533,19.812,0.081836533,242.0923684,857.7085985,10.803324,snow,0.362549418,0,0,81.9193246
1189,0CO,10/20/2023 14:55,42.8,10.4,26.16,330,9,0,30.58,NA,10,18,CLR,10/20/2023,14:55,2023/10/20 14,6,-11.66666667,5.487402667,0,0,587.6544118,0,19.812,242.668559,0.08164222,19.812,0.08164222,242.668559,857.3347878,11.832212,snow,0.239525373,0,0,81.9193246
1190,0CO,10/20/2023 15:55,44.6,8.6,22.53,310,12,0,30.58,NA,10,23,CLR,10/20/2023,15:55,2023/10/20 15,6.666666667,-13,4.972958667,0,0,740.2290913,0,19.812,243.2390164,0.081450749,19.812,0.081450749,243.2390164,857.5216931,11.832212,snow,0.296930041,0,0,81.9193246
1191,0CO,10/20/2023 16:55,42.8,8.6,24.14,310,9,0,30.58,NA,10,18,CLR,10/20/2023,16:55,2023/10/20 16,6.333333333,-14,6.001846667,0,0,659.0394212,0,19.812,243.8037976,0.081262065,19.812,0.081262065,243.8037976,857.3347878,11.317768,snow,0.213932744,0,0,81.9193246
1192,0CO,10/20/2023 17:55,41,10.4,28.04,310,9,0,30.58,NA,10,NA,CLR,10/20/2023,17:55,2023/10/20 17,5,-12,4.115552,0,0,421.1846697,0,19.812,244.3629591,0.081076118,19.812,0.081076118,244.3629591,857.3347878,NA,snow,0.253096619,0,0,81.9193246
1193,0CO,10/20/2023 18:55,39.2,12.2,32.58,300,6,0,30.58,NA,10,NA,CLR,10/20/2023,18:55,2023/10/20 18,4.333333333,-11,3.429626667,0,0,341.0143367,0,19.812,244.9165569,0.080892857,19.812,0.080892857,244.9165569,857.3347878,NA,snow,NA,0,0,81.9193246
1194,0CO,10/20/2023 19:55,39.2,12.2,32.58,300,13,0,30.58,NA,10,NA,CLR,10/20/2023,19:55,2023/10/20 19,4,-11,6.001846667,0,0,308.0348048,0,19.812,245.4646464,0.080712234,19.812,0.080712234,245.4646464,857.3347878,NA,snow,0.015424076,0,0,81.9193246
1195,0CO,10/20/2023 20:55,39.2,12.2,32.58,300,11,0,30.57,NA,10,NA,CLR,10/20/2023,20:55,2023/10/20 20,4,-11,3.944070667,0,0,308.0348048,0,19.812,246.0072822,0.080534201,19.812,0.080534201,246.0072822,857.0544298,NA,snow,NA,0,0,81.9193246
1196,0CO,10/20/2023 21:55,39.2,12.2,32.58,300,11,0,30.55,NA,10,NA,CLR,10/20/2023,21:55,2023/10/20 21,4,-10.66666667,4.972958667,0,0,308.0348048,0,19.812,246.5445187,0.080358712,19.812,0.080358712,246.5445187,856.6806191,NA,snow,0.076150116,0,0,81.9193246
